序號,機關代碼,機關名稱,網站名稱,網址,標章等級,登錄日期,標章狀態
217,379120000J,臺北市政府社會局,臺北育兒網,https://kids.taipei/,A,107/4/3,啟用
218,379150500I,臺北市政府環境保護局北投垃圾焚化廠,臺北市政府環境保護局北投垃圾焚化廠,http://www.ptrip.gov.taipei,A,107/4/3,啟用
219,0,民間團體,華南銀行友善金融服務網,https://lovebank.hncb.com.tw/abank,AA,107/4/9,啟用
220,A07420000K,財政部印刷廠,財政部印刷廠臺灣印刷探索館,https://twin.ppmof.gov.tw,AA,107/4/9,啟用
221,0,民間團體,第一商業銀行股份有限公司官方網站,https://www.firstbank.com.tw/,AA,107/4/9,啟用
222,379490000A,臺北市文山區公所,臺北市文山區公所中文網站,https://wsdo.gov.taipei,A,107/4/9,啟用
223,379700400A,臺北市士林地政事務所,臺北市士林地政事務所,https://www.slla.gov.taipei/,A,107/4/9,啟用
224,315860100M,臺灣港務股份有限公司基隆港務分公司,臺灣港務股份有限公司基隆港務分公司全球資訊網,https://kl.twport.com.tw/,A,107/4/9,啟用
225,397680000A,高雄市大樹區公所,高雄市大樹區公所全球資訊網,https://dashu.kcg.gov.tw,AA,107/4/10,啟用
226,397790000A,高雄市永安區公所,高雄市永安區公所全球資訊網,https://yongan.kcg.gov.tw,AA,107/4/10,啟用
227,379700600A,臺北市大安地政事務所,臺北市大安地政事務所中文網站,http://www.tala.gov.taipei,A,107/4/10,啟用
228,313520200K,台灣自來水股份有限公司第二區管理處,台灣自來水公司第二區管理處,https://www2.water.gov.tw/,A,107/4/11,啟用
229,382280000G,新北市政府城鄉發展局,新北市政府城鄉發展局,https://www.planning.ntpc.gov.tw/,A,107/4/11,啟用
230,387120000J,臺中市政府社會局,臺中市政府性別平等專區,https://ge.taichung.gov.tw/,AA,107/4/11,啟用
231,0,民間團體,工業技術研究院能源資訊網,http://emis.erl.itri.org.tw/,A,107/4/12,啟用
232,379023300A,臺北市中山區戶政事務所,臺北市中山區戶政事務所機關網站,https://zshr.gov.taipei/,A,107/4/12,啟用
233,315253600M,交通部公路總局臺北市區監理所,交通部公路總局臺北市區監理所-公路套票e點通,https://trip184.thb.gov.tw,AA,107/4/12,啟用
234,313020000G,經濟部工業局,經濟部產業人才發展資訊網,https://www.italent.org.tw,A,107/4/13,啟用
235,A096B0000Q,國立臺灣體育運動大學,國立臺灣體育運動大學技擊運動學系,http://combatsport.ntupes.edu.tw,A,107/4/13,啟用
236,379000000A,臺北市政府,臺北市政府英文網站,https://english.gov.taipei,A,107/4/13,啟用
237,0,民間團體,兆豐商銀網路 ATM 友善專區,https://handicap-free.megabank.com.tw/AccessibleWebATM,AA,107/4/16,啟用
238,A41000000G,國家發展委員會,國家發展委員會主管法規查詢系統,https://theme.ndc.gov.tw/lawout,A,107/4/16,啟用
239,379460000A,臺北市信義區公所,臺北市信義區公所官網,https://xydo.gov.taipei,A,107/4/16,啟用
240,313504100K,台灣中油股份有限公司油品行銷事業部,台灣中油股份有限公司多角化服務資訊網,http://business.cpc.com.tw/,A,107/4/17,啟用
241,376475200A,彰化縣鹿港鎮公所,彰化縣鹿港鎮公所殯葬資訊服務網,http://tower.lukang.gov.tw,AA,107/4/17,啟用
242,A07320000N,臺灣土地銀行股份有限公司,臺灣土地銀行,https://www.landbank.com.tw/,AA,107/4/18,啟用
243,379620000M,臺北大眾捷運股份有限公司,臺北大眾捷運股份有限公司中文版網站,https://www.metro.taipei,A,107/4/18,啟用
244,A03000000B,外交部,中華民國外交部 - 全球資訊網,https://www.mofa.gov.tw/,A,107/4/19,啟用
245,395025700A,臺南市永康戶政事務所,臺南市永康戶政事務所,http://www.yungkang-house.gov.tw/yungkang-house/,AA,107/4/19,啟用
246,A07310100N,臺灣銀行股份有限公司,臺灣銀行友善專區網路ATM,https://bfeatm.bot.com.tw/Pages/FreeBank_ATM.aspx,AA,107/4/20,啟用
247,0,民間團體,華南銀行全球資訊網,http://www.hncb.com.tw,AA,107/4/20,啟用
248,A07320000N,臺灣土地銀行股份有限公司,臺灣土地銀行股份有限公司簡易個人網路銀行,https://mybank.landbank.com.tw:8082/Account/Login#,AA,107/4/23,啟用
249,379041700E,臺北市立天文科學教育館,臺北市立天文科學教育館全球資訊網,https://www.tam.gov.taipei,A,107/4/23,啟用
250,397150000I,高雄市政府環境保護局,高雄市氣候變遷及永續行動網,http://khsclimatechange.com,AA,107/4/24,啟用
251,379023100A,臺北市信義區戶政事務所,臺北市信義區戶政事務所中文網站,https://xyhr.gov.taipei,A,107/4/24,啟用
252,379730000A,臺北市政府資訊局,臺北市政府資訊局英文網站,https://english.doit.gov.taipei,A,107/4/24,啟用
253,313000000G,經濟部,經濟部商工行政資料開放平台,https://data.gcis.nat.gov.tw/main/index,AA,107/4/24,啟用
254,A096B0000Q,國立臺灣體育運動大學,國立臺灣體育大學舞蹈學系,http://dance.ntupes.edu.tw/,A,107/4/24,啟用
255,A01011200C,內政部警政署保安警察第二總隊,內政部警政署保安警察第二總隊全球資訊網,https://www.spsh.gov.tw,AA,107/4/26,啟用
256,379200000A,臺北市政府主計處,臺北市政府主計處英文官網,https://dbaseng.gov.taipei/Default.aspx,A,107/4/26,啟用
257,379200000A,臺北市政府主計處,臺北市政府主計處中文官網,https://dbas.gov.taipei,A,107/4/26,啟用
258,395026900A,臺南市麻豆戶政事務所,臺南市麻豆戶政事務所網站,http://www.madou-house.gov.tw,AA,107/4/27,啟用
259,397150000I,高雄市政府環境保護局,高雄市政府環境保護局機車排氣檢驗及汰舊補助資訊網,http://www.khepa.tw,AA,107/4/27,啟用
260,376560000A,澎湖縣政府,澎湖縣政府全球資訊網,https://www.penghu.gov.tw/,A,107/4/27,啟用
261,383130000C,高雄市政府警察局,高雄市政府警察局警政信箱,https://policemail.kmph.gov.tw/,AA,107/4/27,啟用
262,379220000A,臺北市政府研究發展考核委員會,臺北市政府研究發展考核委員會中文網站,https://rdec.gov.taipei/,A,107/4/27,啟用
263,0,民間團體,臺灣企銀友善專區網路銀行,https://nnb.tbb.com.tw/TBBANNBWEB,AA,107/4/30,啟用
264,383150000I,高雄市政府環境保護局,高雄市加強街道揚塵洗街計畫網,http://www.washes-street.com.tw/,AA,107/4/30,啟用
265,379000000A,臺北市政府,臺北市政府全球資訊網,https://www.gov.taipei,A,107/4/30,啟用
266,313210000G,經濟部能源局,經濟部溫室氣體減量資訊網,https://www.go-moea.tw/,AA,107/4/30,啟用
267,376571504A,基隆市七堵區戶政事務所,基隆市七堵區戶政事務所,http://www.cidu-house.gov.tw,AA,107/5/1,啟用
268,379400000A,臺北市內湖區公所,臺北市內湖區公所中文網站,https://nhdo.gov.taipei/,A,107/5/1,啟用
269,379040300E,臺北市立圖書館,臺北市立圖書館-英文版,https://english.tpml.gov.taipei/,A,107/5/1,啟用
270,A27010000G,科技部新竹科學工業園區管理局,科技部新竹科學工業園區管理局,https://www.sipa.gov.tw,AA,107/5/1,啟用
271,380142100I,桃園市中壢區衛生所,桃園市政府-中壢區衛生所,http://www.zhongli-phc.tycg.gov.tw/,A,107/5/2,啟用
272,380110200G,桃園市政府新建工程處,桃園市政府新建工程處,http://opc.tycg.gov.tw,A,107/5/2,啟用
273,379146100I,臺北市文山區健康服務中心,臺北市文山區健康服務中心,http://www.wshc.gov.taipei/,A,107/5/2,啟用
274,380142200I,桃園市平鎮區衛生所,桃園市政府-平鎮區衛生所,http://www.pingzhen-phc.tycg.gov.tw/,A,107/5/2,啟用
275,379040300E,臺北市立圖書館,臺北市立圖書館-閱讀網,https://reading.tpml.gov.taipei/,A,107/5/3,啟用
276,376496300A,雲林縣麥寮鄉公所,雲林縣麥寮鄉公所,https://www.mlvillage.gov.tw/,AA,107/5/3,啟用
277,397590000A,高雄市前鎮區公所,前鎮區公所,https://kccdo.kcg.gov.tw,AA,107/5/4,啟用
278,0,民間團體,玉山銀行金融友善網銀,https://accessibleebank.esunbank.com.tw/accessibleindex.jsp,AA,107/5/7,啟用
279,307230000N,合作金庫銀行股份有限公司,合作金庫銀行官方網站,https://www.tcb-bank.com.tw,AA,107/5/8,啟用
280,379210000A,臺北市政府人事處,臺北市政府人事處中文網站,https://dop.gov.taipei/,A,107/5/8,啟用
281,379210000A,臺北市政府人事處,臺北市政府人事處英文網站,https://english.dop.gov.taipei/,A,107/5/8,啟用
282,379760400J,臺北市職能發展學院,臺北市職能發展學院,http://www.tvdi.gov.taipei/,A,107/5/8,啟用
283,379700500A,臺北市中山地政事務所,臺北市中山地政事務所,https://www.csla.gov.taipei/,AA,107/5/8,啟用
284,306010100P,國軍桃園總醫院,國軍桃園總醫院,https://www.aftygh.gov.tw/,AA,107/5/8,啟用
285,379020000A,臺北市政府民政局,臺北市政府民政局英文網站,https://english.ca.gov.taipei/,A,107/5/9,啟用
286,380040200E,桃園市政府家庭教育中心,桃園市政府家庭教育中心,http://family.tycg.gov.tw/,A,107/5/9,啟用
287,380240100J,桃園市政府就業服務處,桃園市政府就業服務處,http://oes.tycg.gov.tw/,A,107/5/9,啟用
288,380200000A,桃園市政府主計處,桃園市政府主計處,http://dbas.tycg.gov.tw,A,107/5/9,啟用
289,0,民間團體,伊甸社會福利基金會,https://www.eden.org.tw/,A,107/5/9,啟用
290,355000000I,行政院環境保護署,行政院環境保護署固定污染源管制資訊網,https://ernet.epa.gov.tw/,AA,107/5/9,啟用
291,397170000G,高雄市政府經濟發展局,高雄市地方產業創新研發推動計畫,https://96kuas.kcg.gov.tw/sbir,AA,107/5/9,啟用
292,380420000A,桃園市政府青年事務局,桃園市政府青年事務局,http://youth.tycg.gov.tw,A,107/5/9,啟用
293,A41000000G,國家發展委員會,國家發展委員會全球資訊網,https://www.ndc.gov.tw/,AA,107/5/9,啟用
294,382040000E,新北市政府教育局,新北市政府教育局網路電話服務平臺,https://voip.ntpc.edu.tw,AA,107/5/10,啟用
295,A07310100N,臺灣銀行股份有限公司,臺灣銀行友善專區網路銀行,https://bfebank.bot.com.tw/Pages/FreeBank.aspx,AA,107/5/11,啟用
296,379670000G,臺北市政府產業發展局,臺北市政府產業發展局,https://www.doed.gov.taipei/,A,107/5/11,啟用
297,A09000000E,教育部,教育部特殊教育通報網,https://www.set.edu.tw/,A,107/5/11,啟用
298,0,民間團體,王道銀行利匯率服務網,https://accessibility.o-bank.com,AA,107/5/11,啟用
299,379135300C,臺北市政府警察局捷運警察隊,臺北市政府警察局捷運警察隊中文網站,https://rtd.police.gov.taipei/,A,107/5/11,啟用
300,0,民間團體,臺灣企銀官方網站,https://www.tbb.com.tw,AA,107/5/13,啟用
301,387220100A,臺中市政府資訊中心,臺中市政府資訊中心全球資訊網,http://www.im.taichung.gov.tw/,A,107/5/14,啟用
302,A096B0000Q,國立臺灣體育運動大學,國立臺灣體育運動大學運動健康科學學系,http://ehs.ntupes.edu.tw,A,107/5/14,啟用
303,380360200G,桃園市政府建築管理處,桃園市政府建築管理處,http://oba.tycg.gov.tw/,A,107/5/14,啟用
304,380510000A,桃園市桃園區公所,桃園市桃園區公所,http://www.tao.tycg.gov.tw/,A,107/5/14,啟用
305,380600000A,桃園市龍潭區公所,桃園市龍潭區公所,http://www.longtan.tycg.gov.tw/,A,107/5/14,啟用
306,380580000A,桃園市大園區公所,桃園市大園區公所,http://www.dayuan.tycg.gov.tw/,A,107/5/14,啟用
307,380590000A,桃園市龜山區公所,桃園市龜山區公所,http://www.guishan.tycg.gov.tw/,A,107/5/14,啟用
308,0,民間團體,渣打國際商業銀行網路ATM,https://vibank.standardchartered.com.tw/SCBVIWebATM/Home/login,A,107/5/14,啟用
309,380550000A,桃園市楊梅區公所,桃園市楊梅區公所,http://www.yangmei.tycg.gov.tw,A,107/5/15,啟用
310,379760200J,臺北市勞動力重建運用處,臺北市勞動力重建運用處機關網站,https://fd.gov.taipei,A,107/5/16,啟用
311,301000100G,內政部國土測繪中心,內政部國土測繪中心全球資訊網,https://www.nlsc.gov.tw,AA,107/5/16,啟用
312,A17020200J,勞動部勞動力發展署桃竹苗分署,勞動部勞動力發展署桃竹苗分署各項補助申請案件查詢系統,https://thmsis.wda.gov.tw,AA,107/5/16,啟用
313,315160000H,交通部高速鐵路工程局,交通部高速鐵路工程局,https://www.hsr.gov.tw,AA,107/5/17,啟用
314,A09120000E,國立臺灣圖書館,國立臺灣圖書館視障電子資源整合查詢系統,https://viis.ntl.edu.tw,AAA,107/5/17,啟用
315,376481900C,南投縣政府消防局,南投縣政府消防局,http://www.ntfd.gov.tw,A,107/5/17,啟用
316,0,民間團體,華泰商業銀行簡便個人網路銀行,https://netbank.hwataibank.com.tw/AConsumerBank/,A,107/5/18,啟用
317,371020000A,金門縣政府,金門縣政府全球資訊網,https://www.kinmen.gov.tw,AA,107/5/18,啟用
318,379020000A,臺北市政府民政局,臺北市政府民政局中文網站,https://ca.gov.taipei/,A,107/5/19,啟用
319,0,民間團體,亮怡資訊 - 無障礙網頁服務網,http://www.hischool.com.tw,AAA,107/5/21,啟用
320,379010000A,臺北市政府秘書處,臺北市政府秘書處中文網站,https://sec.gov.taipei/,A,107/5/21,啟用
321,382143800I,新北市八里區衛生所,新北市八里區衛生所,https://bali.health.ntpc.gov.tw/,A,107/5/21,啟用
322,382142100I,新北市三重區衛生所,新北市三重區衛生所,https://sanchong.health.ntpc.gov.tw/,A,107/5/21,啟用
323,382143300I,新北市深坑區衛生所,新北市深坑區衛生所,https://shenkeng.health.ntpc.gov.tw/,A,107/5/21,啟用
324,382142400I,新北市新莊區衛生所,新北市新莊區衛生所,https://xinzhuang.health.ntpc.gov.tw/,A,107/5/21,啟用
325,382142600I,新北市鶯歌區衛生所,新北市鶯歌區衛生所,https://yingge.health.ntpc.gov.tw/,A,107/5/21,啟用
326,379030100D,臺北市稅捐稽徵處,臺北市稅捐稽徵處中文網,https://tpctax.gov.taipei/,A,107/5/21,啟用
327,379130200C,臺北市政府警察局刑事警察大隊,臺北市政府警察局防制詐騙專區,https://md-fraud.police.gov.taipei/,A,107/5/22,啟用
328,A096B0000Q,國立臺灣體育運動大學,國立臺灣體育運動大學球類運動學系,http://ball.ntupes.edu.tw/,A,107/5/22,啟用
329,379620000M,臺北大眾捷運股份有限公司,兒童新樂園中文版網站,https://www.tcap.taipei,A,107/5/22,啟用
330,380110100G,桃園市政府養護工程處,桃園市政府養護工程處,http://oram.tycg.gov.tw/,A,107/5/22,啟用
331,380020200A,桃園市政府殯葬管理所,桃園市政府殯葬管理所,http://ofs.tycg.gov.tw/,A,107/5/23,啟用
332,379700200A,臺北市古亭地政事務所,古亭地政中文網,https://www.ktla.gov.taipei,A,107/5/23,啟用
333,379702000G,臺北市政府地政局土地開發總隊,臺北市政府地政局土地開發總隊網站,https://www.lda.gov.taipei,A,107/5/23,啟用
334,382110000G,新北市政府工務局,新北市政府工務局全球資訊網,https://www.publicwork.ntpc.gov.tw/,A,107/5/23,啟用
335,345050700G,行政院農業委員會水土保持局臺北分局,行政院農業委員會水土保持局臺北分局全球資訊網,https://taipei.swcb.gov.tw/,AA,107/5/23,啟用
336,380360100G,桃園市政府住宅發展處,桃園市政府住宅發展處,http://ohd.tycg.gov.tw/,A,107/5/23,啟用
337,379134300C,臺北市政府警察局中正第二分局,臺北市政府警察局中正第二分局中文網站,https://c2.police.gov.taipei/,A,107/5/23,啟用
338,379130200C,臺北市政府警察局刑事警察大隊,臺北市政府警察局刑事警察大隊,https://cid.police.gov.taipei,A,107/5/24,啟用
339,379660100E,臺北廣播電臺,臺北廣播電臺英文版網頁,https://english.tbs.gov.taipei/,A,107/5/24,啟用
340,376470000A,彰化縣政府,彰化縣政府芬園鄉公所,https://town.chcg.gov.tw/fenyuan/,AA,107/5/24,啟用
341,379123300J,臺北市家庭暴力暨性侵害防治中心,臺北市家庭暴力暨性侵害防治中心英文網頁,https://english.dvpc.gov.taipei,A,107/5/24,啟用
342,379134400C,臺北市政府警察局文山第一分局,臺北市政府警察局文山第一分局,https://w1.police.gov.taipei,A,107/5/24,啟用
343,379660100E,臺北廣播電臺,臺北廣播電臺,https://www.radio.gov.taipei,A,107/5/24,啟用
344,376470000A,彰化縣政府,彰化縣政府線西鄉公所,https://town.chcg.gov.tw/xianxi/,AA,107/5/24,啟用
345,376571507A,基隆市安樂區戶政事務所,基隆市安樂區戶政事務所,http://www.anle-house.gov.tw,AA,107/5/25,啟用
346,A09000100E,國立臺灣藝術教育館,國立臺灣藝術教育館藝拍即合網站,https://1872.arte.gov.tw,AA,107/5/25,啟用
347,387020000A,臺中市政府民政局,臺中市政府民政局全球資訊網,http://www.civil.taichung.gov.tw/,A,107/5/25,啟用
348,379133400C,臺北市政府警察局南港分局,臺北市政府警察局南港分局,https://nk.police.gov.taipei/,A,107/5/25,啟用
349,376470000A,彰化縣政府,彰化縣政府秀水鄉公所,https://town.chcg.gov.tw/hsiushui/,AA,107/5/25,啟用
350,376470000A,彰化縣政府,彰化縣政府和美鎮公所,https://town.chcg.gov.tw/hemei/,AA,107/5/25,啟用
351,379020200E,臺北市孔廟管理委員會,臺北市孔廟管理委員會中文版官方網站,https://tct.gov.taipei/,A,107/5/25,啟用
352,379030000D,臺北市政府財政局,"Department of Finance, Taipei City Government",https://english.dof.gov.taipei/Default.aspx,AA,107/5/25,啟用
353,371011600A,金門縣地政局,金門縣地政局全球資訊網,https://land.kinmen.gov.tw/,A,107/5/28,啟用
